name	mbid
Burial	b068d41f-855d-4426-9ff7-f79b094441ff
Chase & Status	82e454e2-38ee-4e69-89a6-cc65167753d1
Chuck Berry	592a3b6d-c42b-4567-99c9-ecf63bd66499
Danny Romero	129eb6be-64ca-48a7-9f2a-bcddab749461
deadmau5	4a00ec9d-c635-463a-8cd4-eb61725f0c60
Ghastly	3e4cbb60-e676-409a-b78c-19ac110a0878
Goldfinger	ea38b4ff-86f2-4672-ac62-77a43ebc7a72
James Blunt	ebee61b4-bbdd-4087-9bcb-d5aa099088ec
Kaleo	ce8bf7a1-edc8-44ca-b405-84d9b7db0b17
Keys N Krates	1ed5c328-840d-43b6-8455-8d1b4e7f3080
Klingande	1faebb11-9c72-4a6f-8886-351efcab991e
Milky Chance	6d230d98-fb8d-4421-a6e8-daca4e55d53e
Oliver Moldan	e0020288-d7a2-409b-b6da-65673a381e62
Reik	04cff564-a2e3-4560-8e7e-bc2539e7b46c
Rita Ora	c9dd033c-0270-463c-b3ec-f4b7712486fe
Rochelle	ac7db19e-bd52-4fe8-8916-0fbb95619e6c
Seb	6a4e9454-c459-4bdd-a16e-65b75443cbc2
Spor	8b1ff40c-2f5c-4121-8f3b-3e8db0b80606
50 Cent	8e68819d-71be-4e7d-b41d-f1df81b01d3f
A$AP Ferg	8ab5d936-49d1-415e-92c8-151e0e7dd912
Ariana Grande	f4fdbb4c-e4b7-47a0-b83b-d91bbfcfa387
Artificial Intelligence & Kathy Brown	5e22d66d-534e-402f-ac88-6abc67b79199
Bear Grillz	7a0a051b-209e-4138-9007-f63e26db00a9
Big Boi	9724aa19-fdf9-49d0-9f9d-944e462e2a5c
Break	62ce9272-0d54-4ecf-b03b-e7992ae0d320
Cali & El Dandee	a099c890-79b2-4afe-a1d8-fad36c489063
Carlos Baute	bbad030f-bf55-4fc2-a643-248708e72f22
Carlos Vives	ac367c2e-7783-41e5-a184-131da6b0c166
Clean Bandit	dacc2d64-7e59-42a8-87a9-10c53919aff2
Croatia Squad	5805cefc-b163-41cc-b57d-09132669a71e
Foreign Beggars	34dd3adc-f118-4106-bfac-71820a804f4c
Hilight Tribe	1c8f8ab5-ba03-4aa6-9eab-850e1d3a2ff7
Jennifer Rostock	8f4b34c0-0d2f-427e-8c45-91a078dbab7c
Lana Del Rey	b7539c32-53e7-4908-bda3-81449c367da6
Limp Bizkit	8f9d6bb2-dba4-4cca-9967-cc02b9f4820c
M83	6d7b7cd4-254b-4c25-83f6-dd20f98ceacd
Mark Ronson	c3c82bdc-d9e7-4836-9746-c24ead47ca19
Nas	cfbc0924-0035-4d6c-8197-f024653af823
Nina Nesbitt	2e759a02-63c2-437a-ace5-0c8dbc763684
Stephen	e6675e9d-3f1e-4c27-a929-f00a10f55743
The Last Shadow Puppets	8a3e1c4f-59a8-457a-826c-fe961419a8ae
Timbaland & Magoo	daa09819-5da5-4c7a-8bef-eb372bb27ff1
Adam Beyer	0d6daf47-0be9-44ee-a9e8-fb5a7b718538
All Time Low	62162215-b023-4f0e-84bd-1e9412d5b32c
Bakermat	df60a241-e8df-4917-82db-1f1a8ecd7cc3
Bastille	fefe1208-5d8c-48a7-9b6c-2f5ffb62b063
Ben Klock	c5af0c3f-e401-43ed-a096-b504606a05cb
Bro Safari	784677f3-ddc9-4d34-b699-ff3abe77da45
Calippo	26368c8a-3ed6-4bf4-872f-844680aa04e7
Casper	fd3ff7a2-e1d2-4486-9d25-cb9d69fa084c
Culcha Candela	a7a1d1ff-1aa7-4a91-a066-cf48976bf92e
David Hazeltine	c2b257da-5439-4728-a475-654e86d9f5fc
DCS	fda26996-e9cf-4bcf-8003-2e9107d5b61c
Dion & The Belmonts	89efeadd-8080-4cf9-af33-2e68a173df02
Disciples	bac7f942-8e94-4868-b3f6-ba66c75b136e
Dope D.O.D.	6670e460-9bd2-4dd5-9221-65a31fb33ae6
Fabrizio Paterlini	066160ce-d1fe-4e93-a446-2f72f15a580b
Fitz and the Tantrums	8560d4e8-05e2-4c20-980b-ad2db445dd5d
Fox Stevenson	0328349c-0d97-406b-9182-2be9025f7504
Frank Ocean	e520459c-dff4-491d-a6e4-c97be35e0044
Grandtheft	0a6613de-eee4-4a66-bd41-3253c4e2fbea
Jaded	fbfd1ad2-772b-48e5-906c-3715c3bd96b5
Joey Montana	f043a667-d0cc-41ec-b242-22068c5cd736
Joker	cee048bc-c311-410e-b553-fd0511386d18
Justin Timberlake	596ffa74-3d08-44ef-b113-765d43d12738
Ken-Y	6dec936a-82b7-42ba-b1c3-236fa6ea453d
Kill the Noise	a9930a14-8fbb-435a-ad25-f4b6cae71523
Luny Tunes	cb7fcb24-4a0c-4ee3-b806-17885e8fe9a7
Mac Miller	a0e8a1b1-5f8f-475a-a253-17415c17d0ff
Mark Knight	e507d880-398e-40fe-bda9-aa93920c7d2b
Medison feat. Skrein	ab961384-6c42-4ec2-8268-8b0ea7a65ca6
Muse	fd857293-5ab8-40de-b29e-55a69d4e4d0f
NCT	0eb3a5c2-5716-48d8-8c3a-f976f58a4c19
Oasis	ecf9f3a3-35e9-4c58-acaa-e707fba45060
OutKast	73fdb566-a9b1-494c-9f32-51768ec9fd27
Perfect	de69798a-4d18-40e5-889e-f26580a2d62a
Rise Against	606bf117-494f-4864-891f-09d63ff6aa4b
Sam Collins	405cb0b9-cf25-4a37-8027-71bd0a753cee
Sam Hunt	be9a991d-319c-4a58-b115-ee3f4bb3613d
Sean Paul	c3da3346-2643-48a7-93cd-011f6834b3d7
The Dave Brubeck Quartet	7bf711e9-4e69-4e08-b6e8-c0cb5805f1e7
The Kinks	f53888c9-8bdc-4cc3-b2ab-ddab6bc5afb7
Trinidad James	4da8a075-9db8-422e-a154-57386c572d88
Tujamo	b54f0842-5a48-4b6d-a8f5-8fa2cb23f9d2
Vanic	391372c5-ff59-4daf-83fa-f12e09b1bfc8
VAX	6d4f65ee-7af0-40cf-9220-fe1f11e55f7d
Waka Flocka Flame	59eda569-b380-4958-b98c-051d1667b3e1
Upgrade	0702b3e0-ee2a-4b8f-b556-31b4c034b3f9
Upon a Burning Body	3df17d31-f9a4-4ca4-8570-c7d70c362b04
UZ	65c143ba-e7ca-4fef-97d2-a2a1b7505ee1
Vanessa Carlton	c1a61bb0-e4fe-4064-bc8d-954a2dafda79
Vince Guaraldi Trio	744b52c8-509b-4451-abfd-a17d18d4bd1d
Voxy P	76d099a3-8f49-4eb1-b9b5-85027eb2b1eb
Vuurwerk	f1d355ed-6c87-463a-bfce-da9d4b9f8d15
Wen	a640416d-9013-498a-a278-7db434e10fac
Wes Montgomery	663f8232-8c46-4851-803f-a91d31593b14
Wet Wet Wet	45bbfc68-2523-49e4-96f7-d7d1c3d41aac
White Lies	5bdb38bd-5c5b-4d0f-8901-8bbe1d7062d8
Wisin	6a6eea03-b435-446c-bab1-312b45580aee
Wizard	d1f46cbf-c5dc-4431-8a64-7385bae62ec7
Woody Shaw	5cdab4ea-500b-4bcf-a5fc-92e8eb2b6ad6
Worakls	272deaa4-4699-46ee-abe8-c63f495142d7
Wynton Kelly	d3f9352c-18e2-47a0-802c-13d821490e42
xoma	5d4803f8-0f25-4ebb-9631-9a86b9679775
Yellowcard	3630fff3-52fc-4e97-ab01-d68fd88e4135
Yo Gotti	b02ec63e-e78d-43e5-a594-462e95036e8d
Young Dolph	3f334aae-57d4-4787-a048-beec335d47e0
Ziggy Marley	7c09d8af-895a-4337-bb46-b4b6dcabff10
Zimmer	47179c18-27e6-4f69-b11b-95406d171256
Ólafur Arnalds	6655955b-1c1e-4bcb-84e4-81bcd9efab30
*NSYNC	603ba565-3967-4be1-931e-9cb945394e86
12 Gauge	bd3771ea-66d6-41b7-945c-c19ed614f8d2
1st Lady	da50dd7d-9ee1-47e7-ba9c-0dd777213071
3 Doors Down	2386cd66-e923-4e8e-bf14-2eebe2e9b973
8Er$	87b5ba4e-d4a6-443b-8cfa-e1f2deaedecc
A Little Nothing	10069f9f-87ef-45e1-b11b-8a32e56eb77e
Action Bronson	031bc934-28c9-491a-8648-c078450187dc
Adam Bałdych	4f7aee95-951a-4723-90ef-610d2a547389
Adel Tawil	d119b618-6e1a-462d-b7d4-ce76aa1e92ad
AFI	4fc58550-637f-496f-b6bc-3a62ba7f2f7e
Afroman	8c332797-2784-45a7-9b5c-3b86f07a03de
After the Burial	6dd9b71e-2e2f-4a66-bfce-5e820589b390
Aglory	fdc02f05-1c29-4c48-b91f-aecf4bf818a1
Agnes Obel	e3c4c4af-f83b-4168-84cb-898009dd0447
AHI	f25d7a2f-02c9-46ab-a371-1d63897f6da0
Ahmad Jamal	cf816800-4e0e-4d80-9cca-50a725e93787
AK	f8744ce3-8fa1-4b47-b606-765a44c6408e
Albin Myers	a5b56e83-6056-4ec0-ad21-c30df1611b4f
Alessandra	bc322ce3-9b42-438d-93fa-3e0ee2abb3bc
Alex Aiono	881cd10c-a0e1-4975-97d3-374d5195c31e
Alibi	d857cc9d-1158-4a8a-80f4-501dcffcb47e
Alice Boman	7e277d58-6039-4918-a5d9-ad028532f4aa
Alice Cooper	ee58c59f-8e7f-4430-b8ca-236c4d3745ae
Alien Ant Farm	8ac6cc32-8ddf-43b1-9ac4-4b04f9053176
Aliotta Haynes Jeremiah	04f5f62b-7c4d-4f5f-8dda-ff3bfb43db62
All That Remains	4f8b7186-b2a2-40db-97ae-6e1cd46d57b1
Allman Brown	c0a56f6d-e55c-489a-aa99-d7d7e95626c1
Almeeva	14938109-fe12-483a-a3cc-01c6f018e136
Alphaville	31aa6f87-8d00-4ae9-a5cc-6d7eeea109d2
Alvin Youngblood Hart	209311f4-f9c2-4e44-95c4-f7708f9cc10f
Amanda	cc5e672c-0155-43b6-9a55-6c6d4c83c4e4
American Authors	9ce0515d-cc88-4df6-8a2e-d231c13cb2c2
Amy Macdonald	6aa40207-fec8-43a7-991d-b872a42def05
Anarbor	6e9b8c29-2542-4283-8f04-ba32a6927d86
Andreas Henneberg	c8e583da-51bd-408d-a452-b33bc1ca41c2
Andrew Belle	246b1060-628e-4b02-ba6a-afd4868a6814
Andy Rivera	d33b1bfa-d9e4-4543-b022-6b3fc87b1634
Ane Brun	d735497b-25f9-4503-8fb5-f50150730c18
Annix	b7c65173-4a6c-4add-b468-7e16c0833038
Anthony Gomes	85efebb0-2738-412f-89de-e7090031d88f
Anturage	3af62105-eef1-46b1-a593-7e190fe8dc1c
Arch Enemy	e631bb92-3e2b-43e3-a2cb-b605e2fb53bd
Architects	3e9c84d0-cb7e-4106-8b71-b5c28b8b23ce
Arlo Guthrie	b8efe8ac-45db-4a71-bb51-c1503986172f
Armand van Helden	b09b5127-c62e-4bb2-b790-1e4aa18749ed
Art Tatum	e073f6af-d696-4340-b847-e81fabc4d55b
Aryay	04009762-d776-4f8b-807f-53e9f730f5e0
ASD	868f7043-9de6-4b62-af8c-fcceb16b4bd6
Astronaut	8e4ef065-be91-4e23-a1d8-e7763f31d7b9
ATC	f01f5fc7-24d0-4efa-9820-22e2222e5969
Atella	0b62d479-50e1-4de5-8942-6fa5fba869e0
Atreyu	17e137fb-59e5-4fd7-af48-afc34995396c
August Alsina	7c24178a-8658-4e7f-889f-82013f8fd3f6
Austin Mahone	b69b9854-f568-4a50-b076-309c459946a8
Avril Lavigne	0103c1cc-4a09-4a5d-a344-56ad99a77193
Azad Right	fa386580-e482-49e6-bb20-7df6ee821f3f
B-Complex	470320f0-ac2c-43bb-98f6-b03d063e9cac
Baba Saad	69a32556-f5f6-462f-848b-1849fe408393
Bahamas	294d06f7-fd1f-4cbe-a433-bb9cd6ac937b
Balance and Composure	0d20c42d-133c-429d-8f76-3c2458aee3e8
Bandana	b491d32f-0442-4ecf-a2c7-b4540bde7279
Banks	faa28a33-5470-4b90-90c3-e71955d93a44
Bar 9	46990ff8-d87e-4e3c-a7cc-00cdd3c95c61
Barclay Crenshaw	c74ae9aa-37e4-460e-a91a-36914a670691
Barenaked Ladies	86e736b4-93e2-40ff-9e1c-fb7c63fef5f6
Base Attack	c75b4746-af27-4487-a6d0-d7f2c456efd4
Baskerville	951cca64-29fe-42b2-b1a8-112314da5320
Bassjackers	8b3b7346-ee3b-4e03-b747-0952aab46e61
Beatsteaks	a9b88ebb-83aa-4ef7-b674-fabeb572c14e
Behemoth	69632f9c-31eb-43d5-a864-e73ac72efc66
Belinda Carlisle	2925aac9-5474-4030-b8a3-4151107010b2
Beltek	6d60d921-a292-416c-8a91-24612a303e62
Ben Khan	9dabeeb9-7766-468c-856b-e924058d69d6
Benny Benassi	674bf89f-8e70-4472-929d-6b4ed6f98c88
Benny Page	caa877e4-8918-46c9-aef4-30f9c91918d5
BERA	497f7d8d-f5ac-430a-8a69-1242c28f3d5d
Berner	9b9bd06b-58cf-4867-90c8-d2332e7ff5f7
Biffy Clyro	892500b7-09a6-4049-ba92-2d192dd70563
Billy Lee Riley	1721d81d-1207-48ce-add0-ecf141d5f84e
Birdy	f821fdb7-a5c4-4ad5-b5b2-3415c43a0d95
Bizzare Contact	4742160b-e036-4bc7-a6b5-c0d6c9f091dc
Black Star	02708fd6-0fe6-4738-a27d-0561ace8b4c6
Blank & Jones	6606c527-376a-47b4-bb35-748d01e14f6d
Blend	bf529a82-86bf-4b36-b526-a1f0055a6a30
Bloc Party	8c538f11-c141-4588-8ecb-931083524186
Blow	610df89b-e00e-4247-a3af-71b8531fa12b
Blu	facd3344-2bcc-48dd-ab56-3ef43b3c5135
Blue	a5baa69e-e6c7-4e9b-be31-9fce5cb9d49a
Blue Foundation	455aca99-38f3-47cb-aa6b-820cf9de3c91
Blue Stahli	100846a7-06f6-4129-97ce-4409b9a9a311
Bobby Bare	b7798819-d9b2-442b-bd22-e55b40a1a69f
Miles Kane	26afaedd-e99c-45b2-b7f9-6c4c2b33d90c
Milow	cf6e878f-4ad1-4b32-a105-f832c69a4f51
MitiS	593c7d05-825c-40f0-b5ff-153b3b6c605b
Moabeat	8396617c-719a-449a-9311-65be2fba1fa1
Moderat	7754905b-8bf7-48e2-935a-03d566fec464
Mongo Santamaria	915f84de-eac2-4e78-99ad-9ab6e2c50af6
Motsa	9bf0620d-c89c-4d62-b3bd-c56efec516a6
Mr. Fingers	1e47567e-5192-43b9-af98-75e4998f9e52
Mulgrew Miller	1390dc2e-7b23-41b8-bc45-1d037161fdff
My Little Airport	ea6185ea-0138-4b8c-a81a-e8fb90d7c680
N.O.R.E.	812d3015-2f4c-4fa7-bd7d-30ec4beb2c82
Nancy Wilson	f597eafc-4dc5-4bc4-a019-a5035a3c8502
Nat King Cole	fbe054ec-a143-4101-9e9e-64abc5ff5ac9
Nihill	fa831cc9-6a9a-4c88-b5bb-e85a9900091a
Olexesh	c4e16e8e-4ab7-4f35-ad58-24c00c76ac84
One Direction	3fedf601-0039-4ba4-af53-7b6d1ff5b69a
Opia	14cbb61e-233c-4e80-952f-00285098459f
Opus	d8323c7a-b141-4a87-9c8e-71b39bb7cf75
Original Sin	c6ebae3b-86e4-4c69-8cf7-e646c8ecb364
Outlandish	442e5e86-6151-41a4-bb6d-2e97b62f5e38
Owen	2b0ce8c8-9c9a-4807-9414-24b22af7a679
Oxia	5a0d9997-601f-4f5a-9b63-ff0de4e7b477
P.H. Fat	36a6b55b-01fb-41ca-a351-2075c07ff3c0
P.O.D.	b3b81e34-2bfa-4d3c-be35-8a528f06fcd0
Pablo Nouvelle	f0406caf-4321-48b0-85e2-de8f8e0545b7
Parker	980a92db-73c9-486a-8493-5b58912c8613
Parra for Cuva	0d10d859-50a4-4cb1-9412-31fb02795f9c
Paul Harris	b57c4fb0-1ffe-4375-a67e-ad17e4bdc5ef
Pearl Jam	83b9cbe7-9857-49e2-ab8e-b57b01038103
Peking Duk	a5bf304f-dce8-4482-b912-3921c23e40c8
Percy Sledge	c2f37fdf-5e8f-4d9c-9a03-219a8239cf5f
Perera Elsewhere	9b537369-684b-4f67-9619-f2bd7bb62486
Pete Seeger	af18a9bc-e4ab-4068-9489-b64e8186fcf1
Peter Andre	090e9c0a-6767-49e0-8f51-84a43226a174
PhaseOne	460d1cf7-1d9c-40c7-aee2-9a853780d690
Phil Woods	df555225-0856-4cd9-ae46-b4734ee1418d
Philip Wesley	8cddf5ca-c7c9-4e38-9adf-c60632b31e35
Phosphorescent	739da2f1-0741-4c60-a6ed-f42d49bf2eb1
Pink Floyd	83d91898-7763-47d7-b03b-b92132375c47
Pleasurekraft	b7046afd-a7e8-4c43-88c7-d1ebec85781b
Pretty Pink	29ae7383-7fc9-4b0a-bbaa-54f9218ee26a
Raleigh Ritchie	17974c19-6b8e-4f3c-a3ef-5533a5ad456f
Ray Barretto	169153fd-ba80-401a-8ccd-2825efaf9155
Real Friends	9ac8bee0-1c34-46c6-9eee-ee1eb96df282
Reamonn	a9fcd5fd-6ee3-4ee0-bd5e-c457517d1836
Red Hot Chili Peppers	8bfac288-ccc5-448d-9573-c33ea2aa5c30
REZarin	7ee6b61d-3506-4c50-8d10-f2449f66fbcf
Richie Kotzen	59f92889-a06b-4fdc-831d-2dcdfd3bb21e
Rido	222f6d12-f17a-4e0b-90b1-93470259a4a7
RL Grime	c046b587-5e98-4631-a5c0-e5d8e18d6b13
Robots Don't Sleep	bd385452-2df9-4404-9d0a-ca2f67167540
Rodg	39d0bbaa-ce24-4b9b-b8bb-33384d3228f1
Roger Martin	f16964e7-5712-4b2e-835e-654f786bef43
Rone	a899bbe1-702a-4a89-bcfb-842e1a4e6296
Roxette	d3b2711f-2baa-441a-be95-14945ca7e6ea
Royal Blood	aadee541-1990-41df-b8a9-38ac679435ec
Russian Red	d945b088-0eb1-49e6-a232-dee95392ed35
Sam Smith	5a85c140-dcf9-4dd2-b2c8-aff0471549f3
Savant	72740781-a6e1-45f9-8c48-aa5403dc8aa7
Seal	f053ae01-dae6-4aae-9883-e8c279fdbef4
Secondcity	e06c109a-3477-43ed-a604-f7747b93818f
Seinabo Sey	61946666-398b-4ba2-9a3d-e9a6b4d3077f
Set Mo	34ac757f-b088-441b-8e83-b2478a50bf37
Sheryl Crow	80ccfede-c258-4575-a7ad-c982e9932e0f
Sierra Kidd	5bbfbf69-4a14-4af8-b2c3-47f52337771a
Silla	17a8864d-5a54-4e15-b5ea-cba33e296809
Sizzla	c8327cc0-54f3-424f-a68d-000ee7289a41
Sizzlebird	61da00e6-e54f-473f-839d-b14b17c44c6b
Skero	8de88dd4-e8c4-499b-acf4-31a4cc069080
Skillet	1caf6919-a2ff-4b6b-85bc-c06add35f689
Skunk Anansie	e212efdf-98b2-4dce-92ed-62cfc1e29854
Slander	7ca0ae4e-9421-4407-9f10-7e3793341279
Slightly Stoopid	2c7e21ad-9b16-42df-9f9b-d583ce70a88a
Slumberjack	17cf6265-7c39-4f2d-9fcc-8425431e4c34
Sly & The Family Stone	b7ec4c54-1f93-4bf2-957f-7b9921ab84ea
Small Faces	7771a68c-ef6a-400f-978d-64050d45a54c
Smith & Thell	cb42fc9b-4281-41b8-88e2-1e1639be8366
Sonya	ac5592de-23a2-42f0-b4c8-6c56a502b9ba
Stacey Kent	7cd536a1-8d66-49e3-bf14-e1be74a06363
Stan Getz	8f2422ab-0ec6-4c92-80c4-afe9622fab32
Stephen Murphy	a13fc534-17d5-4eff-a324-71c5718d867b
Stereophonics	0bfba3d3-6a04-4779-bb0a-df07df5b0558
Steve Angello	4069600e-55c1-46dd-814f-4166d5b5dbba
Sufjan Stevens	01d3c51b-9b98-418a-8d8e-37f6fab59d8c
Synapson	ccfcd925-f1b1-409f-93cb-ff91ecbe9a19
Tasmin Archer	44ecd2ac-a5b9-4b64-8edb-f3c76a5fa439
Ten Sharp	678bd323-a298-45b0-825f-441bf6c0bb96
Tender	accda0bd-8107-4577-9146-2352654a51e1
Terrorgruppe	da800cf0-c35e-4337-83f6-a55a9a943738
Texas	7289d10d-d8d2-41ff-8308-c56ec9346e07
The Boomtown Rats	47aa3e97-f623-4472-8e54-da886c6a6e20
The Cinematic Orchestra	7c158ea8-c0aa-410e-bdc1-20bba9759577
The Doors	9efff43b-3b29-4082-824e-bc82f646f93d
The Dubliners	d201e6c0-103d-4a9a-9969-909bd421ddad
The Edgar Winter Group	d1c7bef2-12cb-4fe8-b9bc-3b58e3ac0c5c
The Edwin Hawkins Singers	a3d57b03-9fb7-4eee-9acd-17713803c553
The Four Tops	0d21b01f-21f2-419b-8d98-4158ba0c0aa4
The Isley Brothers	4a76400d-283f-492e-9754-18ef41755f81
The Jackson 5	e5257dc5-1edd-4fca-b7e6-1158e00522c8
The Last Dinosaur	347cc966-7cb4-4335-bf2f-3b0f144948c5
The Libertines	e6e64ac4-9233-4bb6-92f3-1392f8b018f3
The Lonely Island	028e1863-cab4-4a3d-9dd9-91c682c91005
The Naked and Famous	216a7b44-3846-494c-93f5-f2d4d9b95b36
The Oddword	107ffe0f-8b38-4315-8fc5-38a7191b352a
The Offspring	23a03e33-a603-404e-bcbf-2c00159d7067
The Paper Kites	a9d1d9b5-968c-486d-8a97-6077885f2ab8
The Pigeon Detectives	2e04a82f-9118-43b1-a918-bf84f122f7fc
The Supremes	d8392f05-fb39-402e-8e21-913f2b27b5c6
The Verve	d4d17620-fd97-4574-92a8-a2cb7e72ce42
The Vines	85db45b3-fd2e-42de-9e20-46d4cfe4c429
The xx	c5c2ea1c-4bde-4f4d-bd0b-47b200bf99d6
Thomas Rhett	bca8bfc0-9d5b-449b-b713-914596f88d56
TLC	99790314-885a-4975-8614-9c5bc890364d
Tomemitsu	bbcf9107-0331-441f-a223-1c4e1d862ed1
Tommy Flanagan	c39a1eeb-e646-43e9-b984-4ffdc92b0241
Tony Spinner	4d43dc66-ead5-441d-b9b3-decab71a1243
Toto	aab5c954-cabe-432e-899e-1c4f99757327
Turno	6a271a16-e231-4508-979a-5017a31a9406
Twine	a87bdb2c-025f-478b-b337-ffe763f23e42
Twisted Individual	dbe906fc-6509-415a-8b7a-1b76c3347804
Unity	ea4ff08e-856a-4af1-b907-6a00cf93ade9
Unknown Mortal Orchestra	e2305342-0bde-4a2c-aed0-4b88694834de
Unlike Pluto	6a310a97-aff0-47ce-a581-edac22897d2d
Brookes Brothers	1ebfdf94-157b-47c0-a71e-9291c6a557cd
Douchka	f491cbc9-5224-4194-aada-664f5b7e4281
Griz	c62327d3-df81-46ce-bd94-5bd3040f8699
Jax Jones	a2507d4d-3387-4d31-a6e8-f2c9794fb37e
Lily & Madeleine	b89f4c50-72f5-48ce-b08c-a643b191b24f
Marvin Gaye	afdb7919-059d-43c1-b668-ba1d265e7e42
Modestep	04ef7efd-f54e-49b2-a367-bc4ed6c172f0
Nils Frahm	d03a54bc-6e07-4c04-a8d4-7fbf2bd07a01
Teddy Killerz	ee57144c-bdcb-4740-92ca-235a678fd5e7
Tropkillaz	b2152f2d-c2c6-46fa-b3cf-44055c2c86af
Jack Johnson	ff6e677f-91dd-4986-a174-8db0474b1799
Jonah	ea7e440c-cc2c-4ce5-a5d6-d67a157b5bf5
Little Mix	38f59974-2f4d-4bfa-b2e3-d2696de1b675
Marcus Layton	368ba5c4-0ac9-44af-9f2f-006a7ae53d8c
Robert DeLong	ccac6c50-ead7-4cd1-a025-379fbb13f0d9
Sigma	f39f5cad-a77b-47a8-b687-aca467b8a6e5
Calyx & TeeBee	aa47ca2e-a20c-4e5e-a564-bdedb48e9940
Cash Cash	dda162b4-f871-4e89-b081-b7b3470782f0
David Guetta	302bd7b9-d012-4360-897a-93b00c855680
Fakear	7c707d22-1c9c-4e72-bc8d-640baa5e2ba5
I-Fire	1a1045e5-33e1-42d2-8644-0f7e73636abc
J Balvin	5bdeb32d-56a5-4b6d-a768-264101fa0a0a
John Legend	75a72702-a5ef-4513-bca5-c5b944903546
Julian Perretta	3b8022ff-19c5-46df-9de2-966d0a95b084
Matt Gresham	1915ed4a-d34a-4c87-a5ef-fa5f80765930
Mind Vortex	7bf8c3d3-ecfa-459c-8bc0-4c0c9a23f502
MORTEN	8d2faa9c-8169-44de-b9bf-1af62f7f5736
Panda Eyes	c601afc8-6fe5-4aef-9443-07d8332ef820
Timeflies	4388976f-9e02-42d9-b66f-1b9e124e3ca6
Wiz Khalifa	f5dfa020-ad69-41cd-b3d4-fd7af0414e94
257ers	ae667c89-4be1-4100-bb44-39bcfbe9cc28
Calle 13	5be7d200-5499-4bba-b29b-1ac554199d23
Dillon Francis	1c294418-722f-45a3-a24d-910f9b6f1502
Future	9f1195cf-9900-45db-bf9c-21c205672ae0
Ganon	e06e3543-a0c2-43f4-bdaa-299d55a8a374
Genetikk	7dd16bd5-3ca3-4026-9ffd-c3fe1ccfedf6
L 33	5180f8e7-254f-4963-bfb1-956c12baf35b
Mark Forster	82931296-9466-447f-a7af-8f3a856bcfd9
Max Manie	378e3436-f290-4cc9-a36c-cfd36d187598
MUST DIE!	c53c034e-158c-47cf-be36-1c326a1878de
Selena Gomez	e4bc69e2-a064-4f93-ada1-f7f209cc1cc3
Zeds Dead	f9fdca15-1bef-43a0-8213-758b6ee0aa91
Bad Company UK	eba5d39f-8cb7-4d54-871d-297e5d7f1aad
EDX	abd1b98c-b601-4053-aaee-e3b8f35bcf44
Herr von Grau	ce0d2254-d63c-49e4-be7d-920b41113b45
June Miller	42203deb-654a-436a-9be1-c6b341b72ccf
Lilly Wood & The Prick	1b72331b-3a97-4981-a81c-eeee9c275d28
Snoop Dogg	f90e8b26-9e52-4669-a5c9-e28529c47894
Technimatic	a1bf0206-d71f-47bd-bdc4-ac3e007668e6
The Frim	8905fc85-ed8a-421d-9ccd-c95310159555
Zedd	56c4b861-0922-4c3a-a9b9-3bfcb00f8274
Blonde	d01c2c49-fe7c-4cf9-a860-d84254bd7636
Borgore	215e2b5d-06f8-4c68-b33b-8fccec27a077
Busta Rhymes	10a9ff92-9637-4498-afea-7044b2ab0dc0
Dieselboy	462dabf2-b1f2-4f8f-9b96-05a10796b675
DJ Antoine	6ed36b36-b2e0-4540-bc79-0348b744cb10
DJ Snake	31445b1e-96f3-4c7f-84ec-dd02e647e690
Green Day	084308bd-1654-436f-ba03-df6697104e19
K.I.Z.	13c9c494-09aa-4518-8572-9f41dbdff461
Miley Cyrus	7e9bd05a-117f-4cce-87bc-e011527a8b18
Rave Radio	ab56c2bd-bd9b-4f56-b99a-df13216fb91a
Rene LaVice	787c5b05-d87e-49fe-8839-fff8abfd0a76
System of a Down	cc0b7089-c08d-4c10-b6b0-873582c17fd6
Tantrum Desire	5b009716-f46f-4dc4-97ce-aabbf422bcf4
Tommie Sunshine	12ddd08d-9553-4db4-9baf-b192c7d47983
Tritonal	bbee6bad-1904-460e-b9f7-9e61fc890673
Van Morrison	a41ac10f-0a56-4672-9161-b83f9b223559
Beginner	709b55e5-0286-4fda-bf7e-3aff1894554d
Doctrine	975dedef-78d7-47f6-aa68-c9a5620a1fd4
Knife Party	b41b4d38-eaa1-46af-8abb-b286148e5b49
Linkin Park	f59c5520-5f46-4d2c-b2c4-822eabf53419
Luis Fonsi	d68fda90-ab8d-4799-be56-317ba4ae700f
Slipknot	ceb7b6be-1dbb-4d80-b157-5588bc884764
Steve Bug	af583eb9-9871-4217-98c3-9c8e34feab1b
Sum 41	f2eef649-a6d5-4114-afba-e50ab26254d2
C2C	b7b79181-af53-4496-be15-a7b7d7cbe71c
Charlie Puth	525f1f1c-03f0-4bc8-8dfd-e7521f87631b
Dion	b073d6b8-253e-4f61-8d48-fd7688c89dee
Nause	d43c0ca4-6abf-4ce3-995b-03546cf31cd6
Odesza	2e222fce-02ae-4221-b1c6-3c3242b423b6
Rick Ross	3813b7cf-5550-42bb-a23f-3d6977f7943e
Travi$ Scott	e4a51f17-a57b-47b1-b37b-f552d0f8e9e6
Urban Cone	74a036b2-956e-4f5d-a53a-7a57f4142ec3
Weekend	ed194dde-e4b2-4ed4-85c5-04b82c140d28
